,Gene,PA1,PA2,PA3,PA4,PA5,HC06,HC07,HC1,HC15,HC23
470,AUNIP,12,1,14,5,14,6,13,7,11,7
471,PAQR7,698,522,441,78,150,182,86,211,79,225
472,STMN1,67,7,100,25,43,44,21,12,16,39
473,MIR3917,0,0,0,0,0,0,0,0,0,0
474,PAFAH2,122,409,285,247,420,537,347,459,416,506
475,EXTL1,0,0,0,0,0,0,0,0,0,0
476,SLC30A2,0,0,0,0,0,0,0,0,0,0
477,TRIM63,0,0,0,0,0,0,0,0,0,0
478,PDIK1L,4,36,51,20,24,26,19,13,9,38
479,FAM110D,0,0,0,0,0,0,0,0,0,0
480,ZNF593,11,0,13,1,4,5,5,2,6,4
481,CNKSR1,0,0,0,5,3,1,3,0,1,5
482,CATSPER4,0,0,0,0,0,0,0,0,0,0
483,LOC101928303,0,0,1,0,0,0,1,1,1,0
484,CEP85,45,30,167,106,173,164,171,159,116,201
485,SH3BGRL3,35086,74909,56340,13084,20556,28158,29558,23209,32757,35460
486,UBXN11,252,403,475,119,536,430,281,130,253,1280
487,CD52,983,2879,3263,351,1161,1253,908,657,1109,1600
488,AIM1L,126,507,40,32,58,73,56,46,70,64
489,ZNF683,0,0,33,9,23,24,2,0,4,16
490,LIN28A,0,0,0,1,1,6,3,3,0,0
491,DHDDS,261,154,292,197,322,319,271,280,228,426
492,LOC101928324,18,44,4,13,15,14,6,11,16,22
493,HMGN2,15564,16625,18190,7197,7135,9633,8259,6958,11355,11216
494,RPS6KA1,7569,10025,6525,14448,14116,19804,17664,20448,16651,18027
495,MIR1976,0,0,0,1,0,0,0,1,0,0
496,ARID1A,4532,3914,3048,7658,9462,8794,9052,8951,6363,9871
497,PIGV,170,46,409,106,246,257,217,302,286,265
498,ZDHHC18,9775,12718,4592,46869,43946,53619,48984,47731,48827,46328
499,SFN,92,109,31,486,524,305,473,179,408,361
500,GPN2,138,0,129,150,160,226,141,207,123,255
501,GPATCH3,190,288,210,246,254,339,260,399,221,337
502,NR0B2,4,0,0,0,0,0,0,0,0,1
503,NUDC,1331,947,1482,679,803,956,958,972,911,1362
504,KDF1,0,0,1,1,3,2,3,0,3,6
505,TRNP1,5,0,0,3,1,3,2,1,0,1
506,FAM46B,0,0,0,6,3,12,14,7,5,13
507,SLC9A1,535,331,294,2663,2941,3782,4100,4718,3077,3315
508,WDTC1,877,1268,558,6545,7990,9636,11494,8974,7962,10736
509,TMEM222,1453,2002,1383,861,1106,1626,1327,1638,2023,1737
510,ACTG1P20,74,7,45,34,48,42,32,40,10,21
511,RNU6-48P,0,0,0,0,0,0,0,0,0,0
512,SYTL1,697,2110,794,3003,2664,3995,4566,4237,5483,4252
513,MAP3K6,61,84,42,127,197,118,154,210,165,199
514,FCN3,0,0,0,0,0,0,0,0,0,0
515,CD164L2,2,0,0,2,0,3,1,6,1,1
516,GPR3,31,35,77,63,92,61,96,16,57,43
517,WASF2,4947,6622,4881,6511,7858,12923,12431,12276,8350,15445
518,AHDC1,19,4,12,91,118,154,112,155,90,243
519,FGR,9597,21824,10515,33888,45314,41891,45331,49225,60431,68036
520,IFI6,42179,6418,16898,5387,2921,1531,4287,1851,5344,2638
521,FAM76A,1156,362,827,133,161,167,99,148,143,239
522,STX12,828,559,594,1320,1573,1380,1422,1388,1273,1594
523,PPP1R8,168,187,132,490,556,667,616,651,505,896
524,SCARNA1,8,0,12,0,0,1,0,0,0,1
525,THEMIS2,11954,12460,10557,21160,17930,27784,22779,23411,22550,31380
526,RPA2,3143,1883,3408,1695,1449,2269,1692,1618,1664,1860
527,SMPDL3B,144,100,98,137,173,187,132,162,210,448
528,XKR8,3127,5615,3554,5311,6157,10106,9647,7554,8794,11942
529,EYA3,2154,1390,1430,959,956,929,751,1025,785,1154
530,PTAFR,32131,25772,34099,29387,35151,50346,41112,40527,43369,54964
531,DNAJC8,1280,1544,1909,947,1154,1079,1206,1202,1148,1620
532,ATPIF1,1667,2027,2471,451,648,825,859,838,848,1361
533,SESN2,612,545,252,792,1162,1195,1917,1073,871,2094
534,MED18,136,74,137,307,385,444,385,507,559,482
535,PHACTR4,142,84,130,215,295,306,325,284,374,620
536,SNHG3,453,399,424,186,246,275,278,270,377,322
537,RCC1,40,0,59,70,107,77,76,73,72,77
538,SNORA73A,1,0,0,3,1,4,3,9,2,8
539,SNORA73B,7,0,3,4,2,1,7,1,3,6
540,TRNAU1AP,259,159,216,112,172,225,207,165,200,235
541,SNHG12,73,70,30,40,61,61,35,64,70,77
542,SNORD99,34,27,14,5,2,0,4,3,1,6
543,SNORA61,4,10,17,6,8,3,3,0,1,8
544,SNORA44,0,0,0,3,6,7,1,3,4,7
545,SNORA16A,0,0,0,6,1,1,3,7,1,6
546,RAB42,0,0,0,11,16,7,3,22,5,8
547,TAF12,3192,3118,4126,1486,1814,1921,1772,1723,2105,2072
548,RNU11,0,1,0,1,5,2,2,1,0,1
549,GMEB1,124,170,245,332,402,433,387,383,272,488
550,YTHDF2,635,1034,1287,660,1039,1137,1113,1015,778,1493
551,OPRD1,0,0,0,0,0,0,0,0,0,0
552,EPB41,1170,1267,1075,5845,6424,8177,6634,10557,4178,8270
553,TMEM200B,0,0,0,1,0,1,1,1,1,1
554,SRSF4,1873,2769,1687,2825,3005,3347,3617,3579,3021,3798
555,MECR,11,0,14,1,4,5,0,0,0,7
556,PTPRU,0,0,0,0,2,0,0,0,2,2
557,LOC101928460,0,0,0,0,0,0,0,0,0,0
558,LOC101929406,0,0,0,0,0,0,0,0,0,0
559,MATN1,0,0,0,8,16,9,7,8,19,7
560,MATN1-AS1,4,23,0,12,9,9,7,10,22,16
561,LAPTM5,67781,94824,79231,78306,108545,123436,134035,130419,150452,158251
562,MIR4420,20,20,12,59,44,18,56,24,5,43
563,SDC3,0,0,0,0,17,6,0,0,1,4
564,PUM1,1093,1409,804,1460,1808,2355,2103,2167,1341,2399
565,SNORD103A,0,0,0,0,0,0,0,0,0,0
566,SNORD103B,0,0,0,0,0,0,0,0,0,0
567,SNORD85,0,0,0,0,0,0,0,0,0,0
568,NKAIN1,0,0,0,0,0,0,0,0,0,0
569,SNRNP40,321,159,476,109,173,166,127,131,140,235
570,ZCCHC17,440,544,462,132,207,221,147,171,173,313
571,FABP3,0,0,0,5,2,4,3,6,0,4
572,SERINC2,6,0,2,39,79,83,22,5,162,135
573,LINC01225,0,0,0,0,0,0,0,0,0,0
574,LINC01226,0,2,0,1,0,0,0,0,0,1
575,TINAGL1,0,0,0,0,0,0,0,0,0,0
576,HCRTR1,6,0,0,11,7,3,7,4,1,4
577,PEF1,1622,1760,1500,977,915,1185,1125,1296,1312,1512
578,COL16A1,3,0,0,1,1,0,1,2,1,2
579,ADGRB2,0,0,0,0,2,1,0,0,0,0
580,MIR4254,0,0,0,0,0,0,0,0,0,0
581,SPOCD1,10,0,4,14,26,0,3,0,5,1
582,PTP4A2,6679,4401,4061,7634,10499,10689,11614,9154,9878,15181
583,KHDRBS1,1292,1044,1051,2582,2948,3391,3254,3456,2558,4303
584,TMEM39B,105,66,78,131,175,280,190,263,203,304
585,MIR5585,0,0,0,0,0,1,0,0,0,0
586,KPNA6,1153,988,1323,768,968,1286,1109,1037,917,1401
587,TXLNA,318,356,350,256,395,376,322,367,239,428
588,CCDC28B,32,0,37,67,66,60,38,46,37,55
589,IQCC,3,9,2,36,26,27,18,25,12,22
590,DCDC2B,141,270,172,107,116,83,78,137,126,135
591,TMEM234,793,1037,1086,325,307,349,367,383,362,455
592,EIF3I,630,532,844,367,367,496,420,257,312,492
593,MTMR9LP,5,0,0,10,4,11,21,0,1,4
594,FAM167B,0,0,4,0,0,1,2,0,2,1
595,LCK,312,102,146,64,70,151,19,13,23,125
596,HDAC1,1431,2202,2426,1641,2020,2366,2064,2246,1969,2776
597,MARCKSL1,444,2573,1496,1748,3954,4168,3712,4308,5284,6311
598,FAM229A,9,39,30,115,140,178,136,131,270,206
599,TSSK3,12,16,36,276,418,377,281,308,346,397
600,BSDC1,1143,1092,917,1407,1796,2012,1638,1804,1253,2033
601,ZBTB8B,1,0,0,0,0,0,0,0,0,0
602,ZBTB8A,45,16,20,24,10,18,16,14,24,17
603,ZBTB8OS,1234,680,1290,379,390,415,424,359,504,491
604,RBBP4,448,751,828,450,610,753,530,597,377,852
605,SYNC,0,0,0,0,0,0,0,0,0,0
606,KIAA1522,19,0,1,5,17,7,1,4,0,4
607,YARS,158,350,159,232,249,261,263,247,195,318
608,S100PBP,321,264,390,659,637,765,688,380,420,398
609,FNDC5,0,0,0,18,7,8,8,3,3,9
610,HPCA,0,0,0,1,1,0,0,0,1,0
611,TMEM54,8,0,0,13,14,4,2,6,36,7
612,RNF19B,4446,4182,2178,9721,10643,13936,13015,11630,11621,13696
613,AK2,675,1384,876,664,772,1067,982,821,865,1236
614,AZIN2,0,0,4,7,13,14,6,4,2,3
615,TRIM62,76,319,73,407,465,775,560,592,454,758
616,ZNF362,154,370,162,447,542,895,704,729,634,1658
617,A3GALT2,6,21,3,99,131,95,137,68,88,63
618,PHC2,8754,19354,5788,33434,24016,33141,36601,34704,42767,33552
619,MIR3605,0,0,1,25,12,9,20,17,5,20
620,LOC101929464,2,0,0,0,1,1,0,1,0,1
621,ZSCAN20,0,0,0,2,4,2,2,0,2,5
622,CSMD2,0,0,0,0,0,0,0,0,0,0
623,HMGB4,0,0,0,0,0,0,0,0,0,0
624,CSMD2-AS1,0,0,0,0,0,0,0,0,0,0
625,C1orf94,0,0,0,0,0,0,0,0,0,0
626,MIR552,0,0,0,0,0,0,0,0,0,0
627,GJB5,7,0,0,2,2,9,7,9,5,2
628,GJB4,0,0,0,0,0,1,0,2,0,0
629,GJB3,0,0,0,1,0,0,0,0,0,2
630,GJA4,0,0,0,1,5,2,2,0,0,5
631,SMIM12,769,1218,1386,586,768,967,821,772,703,900
632,DLGAP3,0,0,1,1,5,5,0,0,1,2
633,LOC653160,6,0,0,23,29,25,28,23,26,34
634,ZMYM6NB,442,349,576,83,104,143,139,79,180,167
635,ZMYM6,281,44,237,529,730,614,556,555,374,655
636,ZMYM1,59,18,37,52,69,76,65,65,42,80
637,SFPQ,450,332,330,1714,1643,1862,1544,1503,946,1813
638,ZMYM4,84,44,141,61,163,142,143,132,54,160
639,KIAA0319L,5048,5169,4194,3272,4568,5711,5851,5362,6006,7001
640,NCDN,9,2,17,24,45,68,43,39,41,57
641,TFAP2E,7,3,11,14,28,19,18,15,11,27
642,PSMB2,421,724,719,430,703,700,561,722,754,951
643,C1orf216,2,0,0,11,13,11,5,7,7,11
644,CLSPN,86,0,62,34,29,69,50,52,62,58
645,AGO4,5384,5239,3913,15887,14739,17727,16427,17771,12392,15293
646,AGO1,648,645,486,1209,1118,1707,1491,1844,804,1941
647,AGO3,334,150,216,368,333,409,290,381,223,346
648,TEKT2,5,0,8,6,7,10,13,15,13,9
649,ADPRHL2,1005,935,1003,708,743,849,816,849,968,930
650,COL8A2,4,0,0,16,16,15,15,16,1,21
651,TRAPPC3,2661,3833,3690,824,807,1178,1025,1103,1242,1201
652,MAP7D1,3511,4983,1551,8970,11520,13295,13435,16813,11868,15425
653,THRAP3,9550,8318,12063,6193,7012,6762,6904,8022,4813,7137
654,SH3D21,84,336,41,403,590,332,256,458,405,445
655,EVA1B,72,146,38,337,648,646,307,577,1413,979
656,STK40,3870,3006,1753,18698,22882,28720,25213,27615,24798,33900
657,LSM10,2509,3821,2949,1187,1120,1849,1678,1389,2491,1860
658,OSCP1,12,0,12,25,19,19,22,21,26,41
659,MRPS15,115,116,100,310,283,216,223,232,253,251
660,CSF3R,92752,89520,48699,322760,313329,410402,328779,423042,341846,398509
661,GRIK3,0,0,0,0,0,0,0,0,0,0
662,MIR4255,0,0,0,0,0,0,0,0,0,0
663,LINC01137,22,57,29,27,45,56,61,55,104,85
664,ZC3H12A,675,492,333,1952,2078,1929,1958,1560,2132,1912
665,MIR6732,0,0,1,4,3,0,3,5,0,3
666,MEAF6,553,773,1474,389,443,617,601,530,461,926
667,MIR5581,0,4,0,1,1,0,0,0,0,0
668,SNIP1,672,436,438,691,691,723,613,685,546,967
669,DNALI1,0,0,0,1,0,0,1,0,0,0
670,GNL2,65,0,109,112,201,188,124,126,108,250
671,RSPO1,0,0,0,0,0,0,0,0,0,0
672,C1orf109,18,0,20,8,17,14,11,15,9,12
673,CDCA8,89,240,83,74,97,135,97,132,62,114
674,EPHA10,5,8,2,0,0,1,0,0,0,0
675,MANEAL,65,68,71,83,45,65,74,72,96,50
676,YRDC,144,47,87,229,291,369,359,221,374,361
677,C1orf122,115,65,187,190,177,324,250,290,373,331
678,MTF1,1295,903,683,2310,2561,2719,3375,2556,2111,2494
679,INPP5B,796,845,809,348,1047,1017,842,689,681,1021
680,SF3A3,595,1080,517,646,1325,1241,2092,849,1092,1914
681,FHL3,450,1539,859,1144,2022,4587,6679,4521,3739,5941
682,UTP11L,566,371,493,237,222,263,248,304,317,308
683,POU3F1,0,0,0,0,1,1,2,0,1,1
684,MIR3659,0,0,0,0,0,0,0,0,0,0
685,LINC01343,0,0,0,0,1,0,0,1,0,0
686,RRAGC,1083,1955,784,1700,1913,2232,2070,1996,2702,1980
687,MYCBP,1,0,0,2,0,0,0,1,0,1
688,GJA9-MYCBP,0,0,0,0,1,0,0,0,0,0
689,GJA9,0,0,0,0,0,0,0,0,0,0
690,RHBDL2,1,0,1,1,2,0,2,1,3,0
691,AKIRIN1,2354,1929,2366,5732,5383,6273,5699,5564,5824,6920
692,NDUFS5,381,477,281,88,75,126,130,87,86,131
693,MACF1,369,919,419,1497,2132,1838,3171,1521,1083,3068
694,KIAA0754,32,83,39,20,32,34,19,47,4,48
695,BMP8A,2,0,0,6,10,8,8,4,5,16
696,PPIEL,9,0,14,3,23,12,1,8,0,18
697,PABPC4,67,102,79,127,236,285,190,174,147,397
698,LOC101929516,0,0,0,0,0,1,0,1,0,0
699,SNORA55,0,0,0,2,0,1,0,0,0,2
700,HEYL,0,0,0,0,1,0,0,0,0,0
701,NT5C1A,0,0,0,0,0,0,0,0,0,0
702,HPCAL4,0,0,0,6,5,5,3,0,0,2
703,PPIE,107,126,219,21,49,51,26,29,41,57
704,BMP8B,0,0,0,1,5,5,1,1,0,5
705,OXCT2,0,0,0,0,0,0,1,0,0,0
706,TRIT1,6,1,1,2,17,16,6,5,10,23
707,MYCL,28,0,77,25,73,87,22,44,21,44
708,MFSD2A,18,26,23,34,52,47,32,52,42,60
709,CAP1,39993,51035,58000,45502,44873,57753,62194,64208,57950,51189
710,PPT1,9872,18335,22058,11959,17175,22521,17924,15213,21127,18206
711,RLF,642,436,563,2945,2951,2457,2657,2423,1746,2500
712,TMCO2,0,12,0,3,0,1,2,1,2,1
713,ZMPSTE24,650,699,872,1494,1853,2173,1867,2157,2060,2601
714,COL9A2,180,212,162,314,698,743,791,774,969,2261
715,SMAP2,27108,29592,22436,76737,70604,99585,88512,93859,119776,131154
716,ZFP69B,11,0,9,36,27,39,20,27,25,26
717,ZFP69,0,47,11,11,22,18,7,18,19,22
718,EXO5,175,120,157,74,45,94,43,124,80,123
719,ZNF684,190,150,209,91,58,65,50,53,81,69
720,RIMS3,0,0,1,4,14,12,7,16,5,21
721,NFYC-AS1,26,5,4,57,53,52,60,62,20,51
722,NFYC,2446,2936,2112,3745,4027,4320,3693,4027,4789,4609
723,MIR30E,0,0,0,0,2,0,0,1,0,0
724,MIR30C1,5,0,0,2,0,2,0,1,0,0
725,KCNQ4,0,3,0,2,6,4,3,6,2,3
726,CITED4,6,94,5,223,118,332,359,302,440,202
727,CTPS1,15,0,3,3,13,8,2,1,3,13
728,SLFNL1-AS1,2,0,2,1,2,4,2,4,1,1
729,SLFNL1,0,0,0,0,0,0,0,0,0,0
730,SCMH1,25,55,44,43,75,94,71,79,48,92
731,FOXO6,0,0,0,1,1,1,0,2,0,4
732,EDN2,0,0,0,0,0,2,0,0,0,0
733,HIVEP3,29,48,89,25,70,78,21,71,21,46
734,GUCA2B,0,0,0,0,0,0,0,0,0,0
735,GUCA2A,0,0,0,0,0,0,0,0,0,1
736,FOXJ3,820,413,500,1624,1916,1575,1534,1610,1070,1806
737,RIMKLA,0,0,2,6,7,6,13,9,13,5
738,ZMYND12,0,0,5,1,1,0,1,0,1,2
739,PPCS,2211,2543,3473,955,1010,1128,1041,1013,1240,1265
740,CCDC30,34,44,51,73,66,51,50,63,51,62
741,PPIH,41,35,50,36,63,79,53,44,46,94
742,YBX1,744,1209,1214,1866,2749,3418,2327,2785,2051,4285
743,CLDN19,0,0,0,1,0,0,0,0,0,4
744,P3H1,147,336,102,220,245,342,199,252,220,422
745,C1orf50,243,242,495,90,84,134,94,101,104,130
746,LOC100129924,0,0,5,5,5,1,2,2,3,6
747,SVBP,462,835,859,284,259,359,386,278,391,370
748,ERMAP,88,188,152,281,298,262,230,304,234,341
749,ZNF691,114,223,42,61,59,74,49,79,73,90
750,LOC339539,0,0,0,0,0,0,1,0,0,0
751,SLC2A1,118,746,138,560,422,622,548,433,707,364
752,SLC2A1-AS1,0,0,0,2,1,0,0,0,0,0
753,FAM183A,0,0,0,0,0,0,0,1,0,0
754,EBNA1BP2,121,1,135,43,65,54,50,44,45,107
755,MIR6733,1,0,0,0,0,0,0,0,0,0
756,CFAP57,0,0,0,5,0,3,0,2,1,1
757,TMEM125,0,0,0,0,0,0,1,0,0,2
758,C1orf210,1,0,1,1,2,1,0,3,1,1
759,TIE1,0,0,0,1,2,1,2,1,0,1
760,MPL,103,61,136,12,17,11,12,12,16,29
761,CDC20,11,0,28,6,5,11,5,0,5,14
762,ELOVL1,2960,2811,3510,1620,2144,2400,2267,2179,2950,2710
763,MIR6734,0,0,0,0,0,0,0,0,0,0
764,MED8,1046,1464,1063,582,721,780,783,632,808,877
765,SZT2,224,246,173,1263,1429,1606,1519,1715,874,1528
766,MIR6735,0,0,0,0,0,0,0,0,0,0
767,HYI,0,0,0,0,0,0,0,0,0,0
768,PTPRF,0,0,4,1,5,0,0,1,1,2
769,KDM4A,153,88,165,716,746,932,965,919,522,865
770,KDM4A-AS1,29,9,13,215,307,181,114,203,42,214
771,ST3GAL3,0,0,0,8,27,7,4,5,2,5
772,LOC101929592,0,0,0,0,0,0,0,0,0,0
773,MIR6079,0,0,0,0,0,0,0,0,0,0
774,ARTN,0,0,0,1,0,0,0,0,0,0
775,IPO13,123,30,39,123,189,208,170,205,186,266
776,DPH2,11,49,64,9,19,34,4,4,7,22
777,ATP6V0B,28574,53239,22427,10974,9762,15461,11931,13211,20479,15179
778,B4GALT2,0,0,16,13,13,21,18,11,12,17
779,CCDC24,44,23,25,82,35,39,46,64,172,91
780,SLC6A9,0,0,1,0,1,0,0,0,0,0
781,KLF17,0,2,3,0,0,0,0,0,0,0
782,DMAP1,195,368,131,171,208,269,227,234,265,376
783,ERI3,95,6,105,18,30,37,22,17,26,52
784,ERI3-IT1,0,0,0,0,0,0,2,0,0,0
785,RNF220,162,111,188,612,741,1130,747,968,734,1279
786,MIR5584,0,0,0,0,0,0,0,0,0,0
787,TMEM53,15,0,34,5,10,10,14,11,7,7
788,C1orf228,52,158,224,235,344,300,268,387,418,256
789,RNU5F-1,1,0,4,0,2,0,0,0,0,0
790,RNU5D-1,0,0,0,0,4,0,2,0,0,0
791,KIF2C,0,0,1,1,3,2,1,1,1,2
792,RPS8,691,677,830,628,1042,1242,605,486,760,1414
793,SNORD55,1,0,1,2,1,4,9,1,4,2
794,SNORD46,0,0,0,4,5,3,3,1,1,7
795,SNORD38A,4,5,1,1,1,5,2,2,2,3
796,SNORD38B,5,0,0,2,4,2,0,0,1,1
797,BEST4,17,19,15,13,21,9,6,9,10,38
798,PLK3,1845,1609,1375,4249,3164,3013,3311,2376,2295,4875
799,TCTEX1D4,112,52,150,141,103,107,75,75,55,112
800,BTBD19,130,77,138,278,217,139,123,69,95,154
801,PTCH2,4,0,12,15,1,14,13,8,10,9
802,EIF2B3,22,0,47,1,11,7,3,5,2,8
803,HECTD3,132,317,43,366,533,577,500,540,449,760
804,UROD,445,473,624,133,187,252,184,249,278,315
805,ZSWIM5,2,4,0,0,4,2,0,0,0,1
806,LINC01144,0,0,0,2,0,1,2,1,0,0
807,HPDL,0,0,3,8,2,8,7,6,1,3
808,MUTYH,89,64,116,64,90,103,86,64,146,120
809,TOE1,86,39,95,66,109,80,73,62,71,157
810,TESK2,759,389,589,1023,1248,1100,1136,989,1012,1477
811,CCDC163P,33,73,7,13,17,10,10,41,4,26
812,MMACHC,0,0,0,0,5,1,1,1,1,2
813,PRDX1,144,273,80,63,111,109,54,93,79,75
814,AKR1A1,180,167,283,48,84,99,51,43,63,92
815,NASP,874,476,1135,760,1206,623,732,427,701,719
816,CCDC17,283,262,186,507,697,528,474,513,719,587
817,GPBP1L1,2054,1714,1568,3316,4260,4094,3496,4152,2960,4147
818,RPS15AP10,44,10,97,27,34,47,57,41,132,71
819,TMEM69,247,296,263,203,267,282,218,267,287,310
820,IPP,155,35,128,68,93,75,74,88,53,84
821,MAST2,30,79,6,71,169,141,147,143,95,158
822,PIK3R3,5,29,24,20,44,37,51,57,13,59
823,LOC101929626,0,0,0,0,0,0,0,0,0,0
824,TSPAN1,0,0,0,1,0,1,1,0,0,3
825,POMGNT1,3,0,0,13,40,41,26,35,34,42
826,LURAP1,0,0,0,0,0,0,0,0,0,0
827,RAD54L,0,0,0,1,6,2,4,2,2,8
828,LRRC41,45,81,165,61,104,143,91,93,88,214
829,UQCRH,486,608,531,150,214,263,210,178,185,291
830,NSUN4,1892,2853,681,103,116,114,236,289,74,135
831,FAAH,106,153,279,144,147,229,253,314,124,190
832,FAAHP1,21,0,0,14,7,10,10,7,7,12
833,LINC01398,9,0,0,0,0,0,0,1,0,1
834,DMBX1,0,0,0,0,0,0,0,0,0,0
835,MKNK1-AS1,13,17,9,86,76,69,41,96,9,53
836,KNCN,0,0,0,0,0,0,0,0,0,0
837,MKNK1,2554,2941,3424,6960,4900,8057,6112,8645,6898,7367
838,MOB3C,320,163,286,493,479,635,383,904,661,518
839,ATPAF1,54,111,54,131,125,203,154,158,137,318
840,TEX38,16,0,19,2,1,0,0,0,1,2
841,EFCAB14-AS1,24,0,10,6,6,12,3,6,3,9
842,EFCAB14,831,728,941,1850,2637,3306,2891,3032,2037,3697
843,CYP4B1,0,0,0,0,0,0,0,0,0,0
844,CYP4Z2P,0,0,0,0,0,0,0,0,0,0
845,CYP4A11,0,0,0,0,0,0,0,0,0,0
846,CYP4X1,0,0,0,0,0,0,0,1,0,0
847,CYP4Z1,0,0,0,0,0,0,0,0,0,0
848,CYP4A22,0,0,0,0,0,0,0,0,0,0
849,LINC00853,16,0,19,3,8,2,0,0,0,2
850,PDZK1IP1,20,66,106,11,34,11,0,1,12,2
851,TAL1,45,59,3,28,54,29,9,3,10,11
852,STIL,0,0,1,2,5,4,4,3,2,7
853,CMPK1,183,242,367,342,571,525,348,396,374,638
854,LINC01389,0,26,4,2,1,1,3,1,7,3
855,FOXE3,0,0,0,0,0,0,0,0,0,0
856,FOXD2-AS1,6,0,6,9,13,7,17,6,15,14
857,FOXD2,8,0,17,8,5,10,3,9,7,10
858,TRABD2B,0,0,0,0,0,0,0,0,0,0
859,SKINTL,0,0,0,0,2,0,2,0,0,1
860,SLC5A9,48,125,43,67,90,164,152,109,309,245
861,SPATA6,21,86,107,118,254,232,170,128,193,647
862,AGBL4,0,0,0,0,0,0,0,0,0,0
863,BEND5,0,0,0,0,0,3,1,0,0,0
864,LOC101929721,0,0,0,0,0,0,0,0,0,0
865,AGBL4-IT1,0,0,0,0,0,0,0,0,0,0
866,ELAVL4,0,0,0,0,0,0,0,0,0,0
867,DMRTA2,0,0,0,0,0,0,0,0,0,0
868,FAF1,31,100,72,63,105,158,133,149,117,200
869,CDKN2C,5,15,68,36,49,42,48,36,38,119
870,MIR4421,0,0,0,0,0,0,0,0,0,0
871,MIR6500,0,0,0,0,0,0,0,0,0,0
872,C1orf185,0,0,0,0,0,0,0,0,0,0
873,RNF11,1431,1177,1048,2796,2989,3008,3104,2822,2616,3397
874,TTC39A,22,19,43,40,45,29,49,13,37,25
875,TTC39A-AS1,0,0,0,0,0,0,0,0,0,0
876,EPS15,1201,1517,1402,2118,2316,2423,2639,2595,2057,2423
877,OSBPL9,1273,929,1558,2130,1502,2059,2430,2306,1807,1893
878,NRD1,7777,7561,6450,12861,11495,13102,14913,12576,11153,11914
879,MIR761,1,1,3,0,0,0,0,0,0,0
880,RAB3B,1968,1490,1286,1307,1428,1297,1501,1082,1540,1514
881,TXNDC12,5537,5430,7672,3373,3518,4528,3761,4052,5328,5267
882,KTI12,0,0,0,0,0,0,0,0,0,0
883,TXNDC12-AS1,0,0,0,5,1,1,3,3,1,1
884,BTF3L4,1049,848,1536,704,786,870,709,635,887,1081
885,ZFYVE9,8,0,8,3,7,6,7,4,2,10
886,CC2D1B,322,164,270,793,873,1095,783,1011,562,1057
887,ORC1,6,0,7,5,6,6,5,5,3,9
888,PRPF38A,863,375,599,889,964,1036,1092,884,649,1128
889,ZCCHC11,457,310,514,802,709,871,821,870,583,974
890,GPX7,29,0,40,11,13,19,8,16,16,16
891,FAM159A,2,4,2,9,6,14,9,17,28,14
892,COA7,0,60,14,0,14,6,0,7,3,8
893,ZYG11B,360,524,509,1956,1335,1665,1547,1963,1344,1477
894,ZYG11A,0,1,0,0,0,0,0,0,0,1
895,ECHDC2,53,0,19,13,14,21,31,1,5,27
896,SCP2,470,615,1112,178,317,236,353,168,232,382
897,MIR1273F,0,0,0,0,0,0,0,0,0,0
898,MIR5095,0,0,0,0,0,0,0,0,0,0
899,MIR1273G,0,0,0,0,0,0,0,0,0,0
900,PODN,0,0,0,0,0,1,1,0,0,2
901,SLC1A7,0,0,0,0,0,1,0,0,1,3
902,CPT2,234,367,469,357,550,536,564,590,400,661
903,C1orf123,280,194,373,259,266,287,249,252,233,306
904,MAGOH,402,464,408,629,610,728,688,474,761,807
905,LOC100507564,0,0,0,0,1,1,0,2,0,0
906,LRP8,1,49,0,5,10,10,0,0,4,14
907,LOC105378732,0,0,0,0,0,0,0,0,0,0
908,SLC25A3P1,0,0,0,0,0,0,0,0,0,0
909,DMRTB1,0,1,1,0,0,0,0,0,0,0
910,GLIS1,0,0,0,0,0,0,0,0,0,3
911,NDC1,22,0,0,17,49,36,12,14,15,28
912,YIPF1,1896,1588,1544,1768,1786,2231,2755,2362,2792,2278
913,DIO1,6,0,3,2,4,2,4,7,2,5
914,HSPB11,473,351,640,123,137,178,232,150,171,219
915,LRRC42,89,91,114,139,128,218,227,199,125,202
916,LDLRAD1,0,0,0,0,0,0,0,0,0,0
917,TMEM59,15899,16317,19347,5276,5775,7523,6748,6423,8835,7437
918,TCEANC2,262,127,136,314,423,391,336,397,288,500
919,MIR4781,0,0,0,0,0,0,1,2,0,0
920,CDCP2,0,0,0,0,0,0,0,0,0,0
921,CYB5RL,1,0,0,1,2,1,1,0,0,5
922,MRPL37,82,250,152,21,48,55,31,30,23,72
923,SSBP3,152,274,276,221,442,746,419,516,528,1974
924,SSBP3-AS1,8,0,23,4,7,23,2,6,9,28
925,ACOT11,0,1,0,18,40,37,55,58,33,66
926,FAM151A,0,0,0,3,2,4,6,5,3,4
927,MROH7,0,0,3,4,4,5,6,3,6,4
928,MROH7-TTC4,0,0,0,0,1,0,0,0,1,0
929,TTC4,0,0,0,0,0,7,2,1,0,5
930,PARS2,1,0,11,12,7,20,13,17,15,24
931,TTC22,5,0,19,63,44,74,92,111,77,83
932,C1orf177,0,0,0,0,0,0,0,1,2,0
933,DHCR24,0,0,13,3,9,4,1,1,12,14
934,TMEM61,0,0,0,0,0,0,0,0,0,0
935,BSND,0,17,0,0,0,0,0,0,0,0
936,PCSK9,0,0,0,0,0,2,3,2,3,0
