,Gene,PA1,PA2,PA3,PA4,PA5,HC06,HC07,HC1,HC15,HC23
22684,MIR5692A1,0,0,0,0,0,0,0,0,0,0
22685,MIR5692A2,0,0,0,0,0,0,0,0,0,0
22686,MIR5692C2,0,0,0,0,0,0,0,0,0,0
22687,MGC72080,56,89,84,37,23,43,29,53,63,55
22688,OCM2,4,7,0,2,1,2,0,1,1,1
22689,LMTK2,1005,1205,772,4430,3129,3535,3633,4154,2144,2143
22690,BHLHA15,0,0,0,2,2,0,3,1,0,2
22691,TECPR1,1068,1051,730,1759,2049,2491,2392,2161,2251,2865
22692,BRI3,1706,3228,884,10393,8540,10027,10435,11398,22347,9768
22693,BAIAP2L1,49,30,15,106,81,61,58,84,36,58
22694,NPTX2,0,1,0,0,0,0,0,0,0,0
22695,TMEM130,2,1,0,3,3,2,2,1,3,3
22696,TRRAP,193,50,150,577,539,703,632,764,256,763
22697,MIR3609,1,0,1,0,0,0,0,0,1,0
22698,LOC101927550,26,19,54,125,107,135,116,130,50,143
22699,SMURF1,332,431,349,985,1117,1316,1192,1095,834,1536
22700,KPNA7,20,14,59,0,0,0,0,0,0,0
22701,MYH16,0,0,0,0,0,0,0,0,0,0
22702,ARPC1A,1230,1039,1330,1448,1491,2048,1839,1988,2013,2214
22703,ARPC1B,16732,32309,25020,12683,10710,18973,17330,17129,20740,18700
22704,PDAP1,496,522,339,1628,1461,1854,1867,1849,2159,2012
22705,BUD31,3687,2997,3496,772,833,973,871,797,909,972
22706,PTCD1,0,0,0,0,0,0,0,0,0,0
22707,ATP5J2-PTCD1,0,0,0,0,0,0,0,0,0,0
22708,CPSF4,69,7,42,111,202,188,123,157,122,255
22709,ATP5J2,964,1286,1540,395,420,799,499,552,731,630
22710,ZNF789,48,24,55,34,29,37,28,29,27,44
22711,ZNF394,1517,1611,1520,2562,2612,2856,3157,1571,2031,2867
22712,ZKSCAN5,74,0,118,196,444,411,391,384,191,454
22713,FAM200A,26,122,24,70,90,88,82,84,95,126
22714,ZNF655,2218,2942,2809,2884,3019,3369,2871,2908,2619,3235
22715,GS1-259H13.2,4,0,0,2,1,4,4,1,1,0
22716,ZSCAN25,94,153,122,321,479,513,370,423,276,490
22717,CYP3A5,16,0,13,8,7,10,7,9,2,5
22718,CYP3A7-CYP3A51P,0,0,0,0,0,0,0,0,0,0
22719,CYP3A7,0,0,0,0,0,0,0,0,0,0
22720,CYP3A4,0,0,0,0,0,2,0,0,0,0
22721,CYP3A43,0,0,0,0,0,1,0,0,0,0
22722,OR2AE1,0,0,0,0,0,0,2,0,0,0
22723,TRIM4,67,124,127,181,209,228,227,225,215,262
22724,GJC3,0,0,0,0,0,1,1,1,0,0
22725,AZGP1,0,0,0,0,0,0,0,0,0,0
22726,AZGP1P1,0,0,0,0,0,0,0,0,0,0
22727,ZKSCAN1,566,499,526,993,1207,1322,1258,1318,798,1285
22728,ZSCAN21,5,0,16,11,11,17,5,13,7,25
22729,ZNF3,123,171,51,211,281,318,201,275,184,547
22730,COPS6,1076,1336,2232,412,431,706,459,489,626,855
22731,MCM7,743,738,521,812,1048,1250,736,791,879,1569
22732,MIR25,3,4,8,28,21,26,15,11,16,31
22733,MIR93,4,0,3,2,5,12,4,10,6,15
22734,MIR106B,4,0,1,5,9,12,8,10,7,19
22735,AP4M1,64,35,53,68,84,128,65,80,83,117
22736,TAF6,121,34,130,496,584,802,535,631,689,1149
22737,CNPY4,65,36,65,35,63,91,51,84,57,87
22738,MBLAC1,1,0,9,3,4,20,15,3,9,12
22739,LAMTOR4,38848,63086,41237,3598,2458,5741,3528,3670,7164,3263
22740,C7orf43,1693,2257,886,5737,5619,7746,6326,6033,7139,5976
22741,MIR4658,0,0,0,0,0,0,0,0,0,0
22742,GAL3ST4,16,89,20,201,157,170,161,187,218,153
22743,GPC2,6,27,0,100,60,95,81,110,60,81
22744,STAG3,39,10,57,78,60,70,63,79,26,53
22745,GATS,209,418,152,1003,1228,1197,1173,1350,771,1027
22746,PVRIG,40,67,2,134,115,252,123,194,55,116
22747,SPDYE3,7,45,1,5,4,5,7,5,4,9
22748,PMS2P1,41,25,15,10,15,25,9,26,11,25
22749,STAG3L5P-PVRIG2P-PILRB,57,178,83,279,329,413,272,385,221,366
22750,STAG3L5P,2,1,0,6,8,5,2,5,9,13
22751,PVRIG2P,0,0,0,0,0,0,0,0,0,0
22752,MIR6840,16,68,51,27,12,20,24,30,31,15
22753,PILRB,9,9,16,66,26,53,54,39,87,50
22754,PILRA,23772,29523,33129,15176,18831,23816,23145,20885,32499,21889
22755,ZCWPW1,447,439,308,746,687,624,474,511,416,657
22756,MEPCE,747,968,264,2025,2100,2589,2642,1664,1556,3540
22757,PPP1R35,159,464,179,719,638,875,791,747,1102,1066
22758,C7orf61,162,119,91,177,143,109,144,137,266,151
22759,TSC22D4,2284,2870,1849,13669,15901,20662,20108,18864,26219,19021
22760,NYAP1,0,0,0,0,0,0,0,0,2,2
22761,AGFG2,40,26,65,67,97,134,97,102,72,130
22762,SAP25,869,911,281,6612,5129,3743,3152,3992,7305,4495
22763,LRCH4,697,1231,792,17468,18164,17950,15522,18418,14237,17398
22764,ZASP,0,0,0,0,0,0,0,0,0,0
22765,FBXO24,0,0,0,5,14,7,14,2,7,9
22766,PCOLCE-AS1,0,0,0,2,2,0,1,3,1,0
22767,PCOLCE,6,23,0,38,38,40,42,32,54,61
22768,MOSPD3,199,622,589,187,184,186,489,404,496,392
22769,TFR2,1,0,0,7,11,23,11,15,18,30
22770,ACTL6B,0,0,0,0,1,1,0,0,1,0
22771,GNB2,5517,8765,2208,25626,24290,32758,33915,29273,44724,29567
22772,GIGYF1,8759,7044,3985,5465,5251,5108,4650,5452,3891,5243
22773,POP7,245,293,222,128,97,191,156,149,166,202
22774,EPO,0,0,0,0,0,0,0,1,1,0
22775,ZAN,0,0,0,2,0,0,0,0,0,0
22776,EPHB4,217,518,137,1894,1279,2701,1564,619,939,490
22777,SLC12A9,1068,1800,460,12329,10263,16122,14500,12492,13827,13934
22778,TRIP6,96,115,65,272,211,223,306,212,386,238
22779,MIR6875,0,0,0,0,0,1,0,0,0,0
22780,SRRT,1065,1339,463,2183,2387,2491,2197,2046,2034,2487
22781,UFSP1,11,0,0,1,16,17,6,9,12,2
22782,ACHE,0,0,0,0,0,0,0,0,0,0
22783,MUC3A,0,0,0,0,0,0,0,0,0,0
22784,MUC12,0,0,0,1,0,0,0,0,0,0
22785,LOC102724094,0,0,0,0,0,0,0,0,0,0
22786,MUC17,0,0,0,0,0,0,0,0,0,0
22787,TRIM56,1376,764,600,1437,1524,1959,1589,2494,2774,1818
22788,SERPINE1,5,0,0,4,6,0,0,2,1,6
22789,AP1S1,3,26,0,29,37,70,41,38,61,47
22790,MIR4653,0,0,0,0,0,0,0,0,0,0
22791,VGF,0,0,0,2,0,2,3,0,1,1
22792,NAT16,0,0,0,0,0,0,0,0,0,0
22793,MOGAT3,0,0,0,0,0,0,0,0,0,0
22794,PLOD3,51,151,69,129,161,221,142,153,135,260
22795,ZNHIT1,1728,2688,2128,658,644,1059,913,874,1415,1085
22796,CLDN15,53,129,54,708,681,537,525,656,933,612
22797,FIS1,708,1174,790,525,602,871,725,695,848,781
22798,LOC101927746,1,0,0,0,0,0,0,0,0,0
22799,IFT22,23,0,9,3,1,2,0,2,4,1
22800,COL26A1,0,0,0,1,0,13,0,0,0,7
22801,LINC01007,0,0,0,0,0,0,0,0,0,0
22802,MYL10,0,0,0,0,0,0,0,0,0,0
22803,CUX1,1419,1268,1356,2887,2710,3461,4463,3556,2404,3149
22804,SH2B2,84,79,120,2482,2148,3264,2753,2637,4170,3866
22805,MIR4285,0,0,0,2,0,1,2,0,0,0
22806,SPDYE6,121,102,65,113,133,81,90,120,92,119
22807,LOC100289561,0,0,0,1,5,1,2,2,1,4
22808,LOC100630923,0,0,0,0,0,0,0,1,0,0
22809,PRKRIP1,13,13,17,26,32,62,37,75,34,61
22810,MIR548O,16,35,35,7,4,3,8,5,5,14
22811,ORAI2,2464,9293,4932,10452,9759,8164,15497,10424,10992,14195
22812,ALKBH4,78,58,143,496,585,302,444,516,559,559
22813,LRWD1,440,1044,298,2854,3163,1489,3091,2971,5791,3409
22814,MIR5090,4,0,8,1,8,1,4,7,17,7
22815,MIR4467,0,0,0,2,4,4,4,2,11,7
22816,POLR2J,2998,4215,3569,1570,1693,2321,2057,2177,2970,2506
22817,RASA4B,150,29,120,98,334,163,466,323,1396,167
22818,POLR2J3,757,814,1038,1096,1773,782,1021,1426,1976,2175
22819,SPDYE2,0,0,0,0,0,0,0,0,0,0
22820,SPDYE2B,0,0,0,0,0,0,0,0,0,0
22821,RASA4,195,123,354,204,605,177,637,508,1569,261
22822,POLR2J2,117,102,162,181,200,140,141,192,147,286
22823,UPK3BL,26,7,67,118,162,55,127,170,182,189
22824,FAM185A,229,122,217,195,172,185,146,171,123,174
22825,FBXL13,1228,548,1581,646,465,438,476,624,405,432
22826,LRRC17,8,3,72,23,15,15,17,26,13,13
22827,NFE4,510,1006,1024,524,417,682,466,660,735,401
22828,ARMC10,103,168,272,294,278,364,378,314,456,341
22829,NAPEPLD,28,3,26,52,66,68,85,65,96,83
22830,RPL19P12,3,0,0,0,1,0,0,0,2,0
22831,DPY19L2P2,74,32,26,50,44,35,27,53,42,35
22832,PMPCB,845,291,953,620,722,754,751,681,773,842
22833,DNAJC2,39,36,92,163,199,177,167,199,194,256
22834,PSMC2,286,17,853,117,263,311,246,210,205,333
22835,SLC26A5,0,0,0,1,0,0,0,2,0,2
22836,LOC101927870,0,0,0,0,0,0,0,0,0,0
22837,RELN,0,0,0,0,0,0,0,0,1,0
22838,ORC5,6,63,21,8,34,23,14,17,8,45
22839,LHFPL3,0,0,0,0,0,0,0,2,1,1
22840,LHFPL3-AS1,0,0,0,0,0,0,0,0,0,0
22841,LHFPL3-AS2,0,0,1,1,2,0,0,0,4,2
22842,LINC01004,399,302,359,489,516,288,283,411,611,418
22843,KMT2E-AS1,925,1309,897,389,408,272,568,289,242,282
22844,KMT2E,9630,6858,5835,11116,10575,10685,10705,10917,9370,12300
22845,SRPK2,5037,5191,5156,6401,5354,6960,5908,5820,6264,6943
22846,PUS7,22,0,17,35,29,45,35,48,29,52
22847,RINT1,125,14,18,156,163,194,102,124,137,205
22848,EFCAB10,0,0,0,0,5,3,2,2,4,5
22849,ATXN7L1,140,311,231,230,246,352,387,400,293,356
22850,CDHR3,28,21,14,2,2,2,0,0,4,1
22851,SYPL1,394,449,390,350,442,437,396,388,385,514
22852,NAMPT,228696,197645,181697,400591,321609,258488,312123,261056,287074,256618
22853,CCDC71L,1609,1455,643,4769,4086,3693,5913,3054,4280,3534
22854,PIK3CG,2844,3669,2617,5058,5139,5723,6075,5824,4233,5323
22855,PRKAR2B,42,0,101,160,386,46,6,6,37,31
22856,HBP1,8990,6533,12173,4615,5057,5020,3883,4653,3063,4695
22857,COG5,333,96,310,331,476,470,405,385,297,553
22858,GPR22,55,0,40,3,3,1,1,1,0,1
22859,DUS4L,2,0,1,8,13,10,15,9,9,13
22860,BCAP29,99,132,251,128,247,196,182,175,133,425
22861,SLC26A4-AS1,0,0,0,0,0,0,0,0,0,1
22862,SLC26A4,11,2,14,5,4,6,2,3,2,2
22863,CBLL1,1428,1269,3071,1616,2145,2107,2063,2266,1994,2360
22864,SLC26A3,5,0,0,2,1,0,0,1,1,1
22865,DLD,1217,900,1475,812,949,981,1015,853,1010,1187
22866,LAMB1,109,119,162,21,27,12,18,22,16,17
22867,LAMB4,0,0,0,0,0,0,0,0,1,2
22868,NRCAM,0,0,15,1,1,13,0,2,5,9
22869,PNPLA8,1447,1031,1389,1282,1471,1442,1449,1346,1149,1352
22870,THAP5,777,4770,3746,1324,1597,1185,1407,1475,1278,1362
22871,DNAJB9,1310,2397,1609,1340,1253,1214,2139,365,699,1240
22872,C7orf66,0,0,0,0,0,0,0,0,0,0
22873,EIF3IP1,0,0,0,0,0,0,0,0,0,0
22874,IMMP2L,0,0,6,0,0,0,0,1,1,2
22875,LRRN3,28,0,5,6,3,7,4,3,1,10
22876,DOCK4,1477,339,809,2900,2782,1475,1523,1396,1481,1057
22877,DOCK4-AS1,11,17,1,26,25,6,10,6,9,4
22878,ZNF277,232,159,159,126,164,164,165,119,147,175
22879,IFRD1,13383,12410,10352,19304,10623,13898,14301,9953,12377,12734
22880,LSMEM1,603,361,336,1036,638,483,501,591,1171,463
22881,LOC100996249,0,0,0,0,0,0,0,0,0,0
22882,LOC101928012,0,0,0,0,0,0,0,0,0,0
22883,TMEM168,231,186,329,365,335,401,281,374,255,337
22884,C7orf60,620,385,559,1300,1314,1339,1252,1076,1093,1208
22885,HRAT17,0,0,0,0,0,0,0,0,0,0
22886,GPR85,0,0,0,1,2,0,0,0,0,1
22887,LINC00998,14,0,100,11,23,19,25,19,24,23
22888,PPP1R3A,0,1,1,0,0,0,0,0,0,0
22889,FOXP2,0,0,0,0,0,0,0,0,0,0
22890,MIR3666,0,0,0,0,0,0,0,0,0,0
22891,MDFIC,17,3,49,72,93,106,86,52,32,136
22892,LINC01393,3,0,0,1,0,0,0,0,1,0
22893,LINC01392,0,0,0,0,0,0,0,0,0,0
22894,TFEC,186,29,209,93,525,118,69,96,74,65
22895,TES,483,1417,1733,1332,1254,996,1072,1108,1159,1309
22896,LOC102724434,0,0,0,0,0,0,0,0,0,0
22897,CAV2,32,0,22,2,17,5,4,1,6,0
22898,CAV1,6,0,0,1,0,0,0,1,0,1
22899,LINC01510,0,0,0,0,0,0,0,0,0,0
22900,MET,0,0,0,1,0,0,0,0,0,0
22901,CAPZA2,14421,13856,23904,10447,10193,10456,9715,9441,13323,8876
22902,ST7-AS1,0,0,0,3,2,0,2,3,4,4
22903,ST7,7,37,18,15,28,10,18,3,16,28
22904,ST7-OT4,0,0,0,0,1,0,0,0,0,1
22905,MIR6132,0,0,0,0,0,0,0,0,0,0
22906,ST7-AS2,0,0,0,0,1,0,0,0,0,0
22907,ST7-OT3,0,0,6,0,0,0,0,0,0,0
22908,WNT2,0,0,0,0,0,0,0,0,0,0
22909,ASZ1,0,0,0,0,0,0,0,0,0,0
22910,CFTR,0,0,0,0,0,0,0,0,0,1
22911,CTTNBP2,0,0,0,0,1,0,0,0,0,0
22912,LSM8,290,556,346,322,386,317,288,326,430,372
22913,ANKRD7,0,0,0,0,0,0,0,1,0,0
22914,LVCAT5,0,0,0,0,0,0,0,0,0,0
22915,KCND2,0,0,0,0,0,0,0,0,0,0
22916,TSPAN12,2,0,0,2,1,1,0,0,0,1
22917,ING3,2392,2222,3420,992,1146,1126,944,1087,813,1211
22918,CPED1,11,0,1,5,17,9,0,0,1,6
22919,WNT16,0,0,0,0,2,0,0,0,0,0
22920,FAM3C,25,1,23,14,40,34,8,21,10,30
22921,PTPRZ1,0,0,0,0,0,0,0,0,0,0
22922,AASS,54,56,39,50,32,35,28,37,77,43
22923,FEZF1,0,0,0,0,0,0,0,0,0,0
22924,FEZF1-AS1,0,0,0,0,0,0,0,0,0,0
22925,CADPS2,0,0,0,0,0,0,0,0,0,0
22926,RNF133,0,0,0,0,0,0,0,0,0,1
22927,RNF148,0,0,0,0,0,0,0,0,0,0
22928,TAS2R16,0,0,0,0,0,0,0,0,0,0
22929,SLC13A1,23,7,10,13,18,6,3,7,11,13
22930,IQUB,1,0,1,1,2,1,1,4,0,2
22931,NDUFA5,402,182,549,164,234,236,210,198,203,398
22932,ASB15,0,0,0,0,1,0,0,0,1,0
22933,LOC102724555,0,0,0,0,0,0,0,0,0,0
22934,LMOD2,3,0,0,0,0,0,0,0,2,1
22935,WASL,84,12,29,72,156,100,71,83,53,174
22936,HYALP1,0,0,0,0,0,0,0,0,0,0
22937,HYAL4,0,0,0,0,1,0,0,0,0,0
22938,SPAM1,0,0,0,0,0,0,0,0,0,0
22939,TMEM229A,0,0,0,0,0,0,0,0,0,0
22940,LOC101928211,0,0,0,0,0,0,0,0,0,0
22941,GPR37,0,0,3,0,0,0,0,0,0,0
22942,C7orf77,0,0,0,0,0,0,0,0,2,0
22943,POT1,94,139,89,187,236,248,194,227,149,259
22944,POT1-AS1,0,0,16,1,0,0,0,0,1,2
22945,LOC101928283,0,0,0,0,0,0,0,0,0,0
22946,LOC101928254,0,0,0,0,0,2,0,1,1,0
22947,GRM8,0,1,0,0,0,0,0,0,0,0
22948,MIR592,0,0,0,0,0,0,0,0,0,0
22949,LOC101928333,0,0,0,0,0,0,0,0,0,0
22950,ZNF800,273,352,330,778,888,798,708,648,449,925
22951,LOC100506682,0,0,0,0,0,0,0,0,2,0
22952,GCC1,913,929,606,1322,1597,1811,1771,1815,1189,1844
22953,ARF5,4308,9114,5406,4247,4937,5977,5453,4693,8956,6540
22954,FSCN3,18,0,18,45,59,25,45,16,31,33
22955,PAX4,0,0,0,0,0,0,0,0,0,0
22956,SND1,172,86,207,157,364,264,297,216,179,441
22957,SND1-IT1,54,7,77,51,58,30,51,26,52,33
22958,LRRC4,802,1104,495,6087,5514,7296,9651,8428,6489,5942
22959,MIR593,0,0,0,0,1,0,0,0,0,0
22960,MIR129-1,0,0,0,0,0,0,0,0,0,0
22961,LEP,10,89,0,58,16,45,20,46,28,7
22962,MGC27345,196,142,172,190,163,140,177,179,169,174
22963,RBM28,148,44,135,210,142,252,181,165,103,187
22964,PRRT4,0,0,2,37,43,19,24,36,31,44
22965,IMPDH1,4034,7966,2799,13972,13393,21028,22318,21430,20307,19011
22966,HILPDA,42,0,105,14,10,28,9,19,26,27
22967,METTL2B,2,0,4,18,22,32,23,27,23,34
22968,LINC01000,1318,1441,600,6362,4569,5549,5781,4677,5201,4922
22969,FAM71F2,156,126,60,333,315,310,159,279,242,211
22970,FAM71F1,6,0,0,1,6,3,0,0,0,1
22971,CALU,139,50,241,143,202,219,132,176,104,299
22972,OPN1SW,0,0,0,0,0,0,0,0,0,0
22973,CCDC136,0,5,12,5,10,7,10,5,12,9
22974,FLNC,0,0,0,0,1,0,0,1,1,1
22975,ATP6V1F,1540,2176,2494,543,704,872,760,815,1096,1187
22976,LOC100130705,0,0,0,17,14,8,11,12,14,18
22977,KCP,0,0,0,0,3,2,0,0,0,0
22978,IRF5,414,165,128,491,784,603,698,546,758,656
22979,TNPO3,693,1337,594,2297,1252,1844,2095,2101,1536,1839
22980,TPI1P2,38,0,0,13,13,6,10,10,3,9
22981,LOC407835,1,1,1,4,3,8,3,3,6,6
22982,TSPAN33,75,0,50,45,151,33,4,1,31,34
22983,SMO,0,0,0,0,0,0,2,0,0,0
22984,AHCYL2,89,8,73,156,329,268,182,187,191,385
22985,STRIP2,2,1,1,2,0,5,3,2,7,3
22986,SMKR1,2,0,16,0,1,0,0,0,0,2
22987,NRF1,457,327,305,565,606,785,683,722,588,833
22988,MIR182,0,0,0,0,0,0,0,0,0,0
22989,MIR96,0,0,0,0,0,0,0,0,0,0
22990,MIR183,0,0,0,0,0,0,0,0,0,0
22991,UBE2H,1629,1570,1181,4235,4390,4271,3909,4403,3724,4393
22992,ZC3HC1,15,219,60,14,15,28,13,24,13,37
22993,KLHDC10,173,65,185,331,436,495,342,409,304,565
22994,TMEM209,53,17,139,53,72,107,47,51,67,109
22995,SSMEM1,0,0,0,0,0,1,0,0,0,0
22996,CPA2,0,0,0,0,0,0,0,0,0,0
22997,CPA4,0,0,1,0,1,0,0,0,0,0
22998,CPA5,4,0,0,1,0,0,0,0,0,0
22999,CPA1,0,0,0,0,0,0,0,0,0,0
23000,CEP41,27,3,36,16,21,9,7,9,7,9
23001,MEST,7,3,16,13,21,19,15,11,5,16
23002,MESTIT1,0,0,0,0,2,0,0,0,0,0
23003,MIR335,0,0,0,0,0,0,0,0,0,1
23004,COPG2,7,0,108,118,141,160,110,81,108,156
23005,COPG2IT1,2,0,15,2,1,3,2,0,2,0
23006,TSGA13,13,3,13,9,8,9,10,4,17,8
23007,KLF14,0,0,0,0,0,0,0,0,1,1
23008,MIR29A,5,6,0,0,2,1,4,4,3,8
23009,MIR29B1,1,0,1,1,1,0,1,5,0,0
23010,LINC-PINT,1839,1731,1741,1671,1628,1245,1174,1241,1331,1197
23011,LOC100506860,185,126,109,32,24,12,18,10,33,14
23012,MKLN1,3700,2007,3049,4659,4876,3889,3795,3897,2548,3128
23013,MKLN1-AS,64,10,68,37,56,46,40,68,53,79
23014,PODXL,41,39,30,75,86,52,72,65,23,49
23015,LOC101928782,0,0,0,0,0,0,0,0,0,0
23016,PLXNA4,0,0,1,0,5,6,0,0,0,2
23017,FLJ40288,0,0,0,0,0,0,0,0,0,0
23018,CHCHD3,116,27,141,41,80,113,87,61,59,143
23019,EXOC4,206,84,132,267,340,416,394,395,329,454
23020,MIR6133,0,0,0,0,0,0,0,0,0,0
23021,LOC101928861,6,3,12,0,0,0,0,1,0,0
23022,LRGUK,2,11,0,0,1,0,0,0,0,1
23023,SLC35B4,12,0,75,11,22,22,10,7,5,27
23024,AKR1B1,73,104,44,10,36,38,8,5,8,36
23025,AKR1B10,0,0,0,0,0,0,0,0,0,0
23026,AKR1B15,0,0,0,0,0,0,0,0,0,0
23027,BPGM,778,851,992,256,488,514,522,437,518,548
23028,CALD1,2,0,5,6,16,0,0,0,0,2
23029,AGBL3,1,0,13,5,3,9,1,6,2,8
23030,C7orf49,631,557,459,2103,2489,2335,2657,2980,2343,2034
23031,TMEM140,9724,3985,11122,4137,6408,4335,5056,8292,6212,3579
23032,WDR91,606,518,495,1131,1247,894,647,847,853,958
23033,MIR6509,0,0,0,0,0,2,0,0,0,0
23034,STRA8,0,0,0,0,0,0,0,0,0,0
23035,CNOT4,381,389,559,413,632,638,549,583,437,699
23036,NUP205,50,1,41,67,104,87,46,59,54,99
23037,C7orf73,1641,2963,2740,821,1219,1628,1566,1231,1366,1671
23038,SLC13A4,31,0,23,14,14,14,14,26,20,25
23039,FAM180A,0,0,0,0,1,0,0,0,0,0
23040,MTPN,0,0,0,0,0,0,0,0,0,0
23041,LUZP6,0,0,0,0,0,0,0,0,0,0
23042,CHRM2,0,0,0,0,0,0,0,0,0,0
23043,LOC349160,0,0,0,0,0,0,0,0,0,0
23044,MIR490,0,0,0,0,0,0,0,0,0,0
23045,PTN,0,0,1,0,0,0,0,0,0,0
23046,DGKI,0,0,0,0,0,0,0,0,0,0
23047,CREB3L2,171,210,34,251,590,376,418,671,281,319
23048,LOC100130880,0,0,0,0,0,0,0,0,0,0
23049,AKR1D1,0,0,0,0,0,0,0,0,0,0
23050,MIR4468,0,0,0,0,0,0,0,0,0,0
23051,TRIM24,382,510,260,1368,1416,1229,1315,1176,936,1671
23052,SVOPL,1,2,14,1,5,3,5,7,9,3
23053,ATP6V0A4,0,0,0,0,0,0,0,0,0,0
23054,TMEM213,1,0,0,0,0,0,1,0,0,0
23055,KIAA1549,0,0,0,1,0,1,5,2,1,3
23056,ZC3HAV1L,0,0,3,1,2,0,1,4,0,1
23057,ZC3HAV1,11733,4336,8699,13578,9064,8444,10996,7668,9985,4480
23058,TTC26,188,22,315,617,247,289,329,174,380,91
23059,UBN2,492,219,189,994,887,813,628,735,473,728
23060,LUC7L2,21,32,36,122,167,162,117,156,37,168
23061,C7orf55,12,8,33,2,2,3,4,2,4,12
23062,C7orf55-LUC7L2,0,0,0,0,0,0,0,0,0,0
23063,LOC100129148,2,0,0,1,3,1,1,1,0,4
23064,KLRG2,0,0,0,0,0,0,0,0,0,0
23065,CLEC2L,0,0,0,1,3,1,0,1,0,1
23066,HIPK2,654,461,263,828,934,1109,952,1124,628,1284
23067,TBXAS1,5423,8536,6589,4501,7922,10227,9210,7572,8428,12139
23068,PARP12,2754,791,1525,2453,2247,1072,1756,1455,1798,1471
23069,KDM7A,1820,1066,1001,7522,6874,6071,6561,5562,3436,5023
23070,JHDM1D-AS1,45,185,78,176,179,185,223,237,203,192
23071,SLC37A3,832,1726,1021,3130,1227,1570,2570,1695,1303,661
23072,RAB19,0,0,0,11,3,6,7,5,2,1
23073,MKRN1,6757,8648,8005,9140,10433,10830,11182,10264,9255,10242
23074,DENND2A,0,0,0,1,1,1,0,1,0,0
23075,ADCK2,4,2,10,18,41,58,30,24,27,40
23076,NDUFB2-AS1,27,52,12,17,14,9,11,12,7,8
23077,NDUFB2,242,257,519,46,39,48,50,36,47,48
23078,BRAF,313,110,285,536,469,513,453,628,170,430
23079,MRPS33,10,49,54,8,8,16,11,2,7,14
23080,TMEM178B,0,0,0,0,0,0,0,0,0,0
23081,AGK,21,0,23,23,26,29,17,12,10,41
23082,KIAA1147,73,0,15,48,120,122,41,62,29,106
23083,WEE2-AS1,0,0,0,1,1,2,2,1,2,3
23084,WEE2,42,20,71,0,0,0,0,0,0,0
23085,SSBP1,455,267,454,143,170,161,162,151,154,239
23086,TAS2R3,0,0,0,2,0,0,0,0,0,0
23087,TAS2R4,0,0,0,1,0,0,0,2,0,0
23088,TAS2R5,0,0,0,2,3,3,4,3,3,1
23089,PRSS37,0,0,0,0,0,0,0,0,0,0
23090,OR9A4,0,0,0,1,0,0,0,0,1,0
23091,CLEC5A,39,66,50,153,174,103,150,176,111,119
23092,TAS2R38,0,0,0,4,0,1,3,0,4,2
23093,MGAM,7438,8751,5815,37959,30914,31529,41632,29060,23900,26721
23094,MGAM2,129,611,390,2270,1659,936,1040,883,786,660
23095,MOXD2P,0,0,0,5,7,4,7,3,4,1
23096,PRSS58,0,0,0,4,4,4,7,4,5,4
23097,TRY2P,0,0,0,0,1,0,0,0,0,0
23098,MTRNR2L6,0,0,1,0,9,1,1,1,1,0
23099,PRSS1,0,0,0,0,0,1,0,0,0,0
23100,PRSS2,1,0,0,0,0,0,0,0,0,0
23101,EPHB6,279,133,154,562,636,596,740,565,675,966
23102,TRPV6,0,0,0,8,11,7,7,7,9,14
23103,TRPV5,10,0,36,93,81,21,39,97,22,53
23104,C7orf34,90,3,35,67,95,19,44,105,228,70
23105,KEL,3,0,0,9,2,16,1,8,4,4
23106,OR9A2,0,0,0,0,1,2,0,0,0,1
23107,OR6V1,0,0,0,0,0,0,0,0,0,0
23108,OR6W1P,1,1,1,3,3,5,2,1,3,0
23109,PIP,0,0,0,2,1,0,2,6,0,1
23110,TAS2R39,0,28,0,2,0,1,1,3,0,0
23111,TAS2R40,56,213,86,106,75,59,75,145,42,65
23112,GSTK1,3278,4579,4420,2848,4908,3313,3584,3606,4554,3012
23113,TMEM139,16,0,0,6,16,4,5,9,4,2
23114,CASP2,4588,3225,5309,1819,1890,1897,1790,1957,1577,1916
23115,CLCN1,7,0,0,8,10,19,8,28,20,10
23116,FAM131B,0,0,0,25,16,10,21,22,10,17
23117,ZYX,10908,25132,9087,56101,48397,43955,99278,75850,75706,64677
23118,MIR6892,0,0,0,1,0,1,0,0,0,0
23119,EPHA1,40,22,15,110,57,23,67,31,18,43
23120,EPHA1-AS1,34,0,10,2,52,30,31,3,46,5
23121,TAS2R60,19,0,0,1,18,6,12,0,6,3
23122,TAS2R41,0,0,0,0,0,3,0,0,0,0
23123,CTAGE15,4,0,1,5,4,1,10,3,0,17
23124,TCAF2,38,189,14,128,96,41,89,129,35,75
23125,TCAF2P1,10,44,4,19,21,11,14,19,5,11
23126,CTAGE6,10,0,1,4,6,3,7,1,2,7
23127,LOC154761,67,0,63,76,100,55,83,119,75,61
23128,TCAF1,16,0,20,31,60,57,81,47,38,70
23129,OR2F2,0,0,0,0,0,0,0,0,0,0
23130,OR2F1,0,0,0,0,0,0,0,0,0,0
23131,OR6B1,0,0,0,0,0,0,0,0,0,0
23132,OR2A5,0,0,0,0,0,0,0,0,0,0
23133,OR2A25,0,0,0,0,0,0,0,0,0,0
23134,OR2A12,0,0,0,0,0,0,0,0,0,0
23135,OR2A2,0,0,0,0,0,0,0,0,0,0
23136,OR2A14,0,0,0,0,0,0,0,0,0,0
